Date,Mkt-RF,SMB,HML,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
197103,1.41,1.86,-1.22,4.09,2.66,9.61,11.12,4.47,6.36,4.29,3.68,3.17,-0.38,0.85,3.99,3.78,2.05,2.57,3.34,6.19,8.89,2.61,2.39,0.73,7.7,8.1,4.41,3.04,9.18,6.33,9.09,7.17,1.86
197104,4.13,2.5,-4.06,1.76,1.5,1.73,6.73,5.4,3.82,2.82,4.23,6.44,-0.03,4.36,2.81,5.34,8.9,8.69,6.5,3.98,2.83,4.37,-3.54,0.82,2.36,2.29,2.89,11.61,1.6,5.55,3.23,2.29,6.7
197105,3.15,-0.5,0.71,-1.51,-1.69,-7.71,-0.83,-6.34,-1.07,-4.1,-2.13,-0.84,-3.56,-5.26,-3.69,-4.34,-2.82,-4.88,-3.75,-2.01,-7.81,-4.63,-3.69,-5.21,-3.92,-6.23,-2.64,-3.67,-3.1,-1.96,1.08,-5.4,-7.2
197106,-3.98,-1.11,-1.48,1.12,1.11,0.06,1.02,-0.68,3.37,-1.79,2.05,-0.23,-6.39,-2.78,-4.75,0.18,1.7,-1.29,-1.25,-1.51,5.42,0.99,4.29,1.05,0.67,-2.36,-1.29,-3.32,2.08,0,3.69,-0.02,-3.29
197107,-0.1,-1.43,-1.82,-0.84,-3.13,0.53,-10,-2.49,-5.82,-6.66,-2.17,-4.12,-4.49,-3.53,-7.54,-4.74,-6.86,-3.15,-7.92,-4.21,-11.18,-2.03,-2.15,-3.69,-9.76,-8.69,-4.87,-5.94,-6.05,-2.9,-7.6,-1.9,-7.54
197108,-4.5,-1.5,0.17,2.09,1.34,2.53,8.67,3.96,6.75,6.46,3.15,7.91,7.68,6.98,8.63,9.04,9.54,9.83,4.95,-3.68,4.15,-1.26,-2.33,-0.24,3.52,5.64,2.24,16.12,4.34,6.28,4.8,6.71,3.96
197109,3.79,-0.18,2.56,0.49,-0.76,-2.87,-3.31,1.66,1.59,-0.22,0.66,0.08,-0.36,1.77,-7.37,-1.08,1.18,0.23,-0.31,-2.55,-8.04,-1.59,-1.49,0.27,-0.9,-1.62,-1.3,-0.44,-0.3,0.54,0.01,-0.29,3.16
197110,-0.85,0.43,-2.89,-3.27,1,-8.78,-6.5,-3.32,-4.21,-4.31,-2.47,-6.72,-8.57,-5.97,-10.21,-8.53,-6.73,-5.65,-6.32,-13.56,-9.61,-4.29,2.04,-1.83,-5.7,-4.37,-4.01,-1.93,-3.68,-3.48,-2.27,-2.3,-3.85
197111,-4.42,-1.8,-0.37,0.59,0.69,1.69,0.8,-4.65,1.71,-2.23,0.69,-1.43,-5.17,-3.98,-2.53,-2.42,-2.07,-0.56,-1.47,-3.9,-3.74,0.06,-1.22,0.43,-0.52,1.85,-1.26,-0.51,-2.79,0.38,0.68,1.13,-2.92
197112,-0.46,-2.8,-1.73,9.07,13.33,8.67,13.79,12.43,8.49,10.67,7.79,6.9,14.85,8.51,13.94,12.95,11.7,6.29,13.04,11.72,16.88,8.74,8.12,7.55,14.38,11.12,10.65,9.8,14.15,9.86,12.1,5.93,13.26
197201,8.71,3.29,-0.41,0.37,2.87,5.8,9.94,1.31,3.21,5.19,2.63,4.43,7.16,1.65,4.35,3.27,2.31,3.05,14.05,7.79,9.2,0.04,-0.32,1.01,5.81,8.5,-1.22,6.38,7.01,-0.79,9.27,0.84,10.65
197202,2.49,6.07,1.93,3.82,6.47,8.32,7.2,6.25,6.57,2.19,7.12,2.62,1.93,3.13,6.83,3.61,3.11,-0.18,1.87,6.6,-3.52,2.68,-2.5,0.24,2.46,1.85,3.92,3.2,4.88,5.64,6.33,0.04,3.61
197203,2.87,1.4,-2.8,0.1,-2.29,3.03,-1.09,-1.72,4.14,-2.42,0.46,2.43,-0.2,0.93,0.28,1.52,3.33,4.8,-1.02,0.42,-12.42,-5.36,-0.14,-0.33,-3.11,1,3.19,-0.21,1.02,2.14,2.97,5.13,0.69
197204,0.63,-0.3,-1.68,2.04,2.38,6.41,0.57,2.86,2.33,-1.32,1.1,2.13,-1.61,1.97,0.21,3.9,6.17,-2.57,-1.48,-0.22,4.27,-0.74,-2.8,-1.06,-1.62,0.8,0.77,2.05,3.07,-1.26,1.98,2.56,3.81
197205,0.29,0.01,0.24,0.3,4.96,2.91,5.65,1.68,4.04,-5.82,3.71,1.33,-2.87,-3.2,-1.45,2.26,1.88,-3.02,1.88,3.27,-8.27,3.74,-0.17,1.24,-0.75,3.84,2.44,1.59,1.04,1.23,4.39,-1.87,-1.11
197206,1.25,-2.74,-2.73,-1.33,6.08,-0.67,-2.26,-3.28,-1.02,-3.54,2.54,-3.92,0.67,-3.29,-5.42,-1.68,-1.48,-2.78,-4.46,-0.63,-13.29,-0.81,-1.56,-2.64,-5.36,-2.53,-1.98,-9.6,-5.34,-4.14,-0.19,-3.82,-6.66
197207,-2.43,0.34,-2.6,1.22,-1.93,-5.18,-3.98,-5.79,0.98,-4.04,3.1,-0.3,-2.71,-2.49,-3.89,-0.66,-4.19,-0.99,0.75,-3.81,-11.1,-0.95,0.05,0.74,-2.78,0.98,2.5,-4.33,-5.08,-2.05,-8.72,-1.01,-2.61
197208,-0.8,-2.86,0.71,0.96,5.19,-2.74,-2.54,0.07,-0.8,-0.01,1.05,7.58,-2.84,0.9,8.4,4.86,0.48,4.31,2.62,3.25,11.24,12.46,5.95,5.18,0.52,2.95,1.05,0.77,2.15,-0.57,-1.85,6.02,4.99
197209,3.26,-4.07,4.64,-1.31,-0.4,-7.51,-2.93,-1.6,1.75,-3.18,-0.43,-4.6,-3.69,-2.78,-3.93,-1.5,-2.13,-1.12,-2.17,-2.89,-15.33,-0.06,0.18,4.27,-3.03,-1.15,-2.43,-6.42,-3.59,-0.23,0.35,-0.19,-4.12
197210,-1.14,-2.67,0.51,2.01,-3.79,-1.07,-0.15,-3.6,2.08,-1.24,1.5,0.11,0.91,-0.76,-1.9,-0.97,2.47,-3.45,-1.58,-0.36,-4.93,3.18,6.77,2.27,-2.15,-3.46,3.22,2.93,-0.79,0.69,4.48,1.63,-1.43
197211,0.52,-2.72,1.3,5.89,4.85,10.14,4.62,4.76,0.3,10.05,-0.53,6.03,8.99,7.83,13.28,6.3,2.72,10.32,7.86,4.23,15.77,6.11,6.39,7.04,4.47,2.67,5.81,5.59,3.9,6.07,5.7,4.74,4.56
197212,4.6,-1.12,4.82,2.13,-0.81,-3.29,5.62,2.02,4.41,-3.02,3.73,0.95,-1.08,-1.89,-5.64,-0.4,0.29,-0.2,-3.48,3.11,-3.34,1.11,-1.54,1.45,-0.92,2.04,0.49,-3.92,-0.32,1.39,4.04,-0.8,-2.4
197301,0.62,-1.87,-2.24,-2.85,-5.25,0.16,-13.14,-7.39,-4.1,-6.82,-1.18,-2.58,-7.9,-8.18,-1.17,-4.44,-5.75,-5.91,-7.24,3.26,13.88,5,-4.28,-2.12,-6.63,2.16,-3.73,-10.35,-7.1,-3.91,-6.51,-7.48,-2.35
197302,-3.29,-3.47,2.67,-3.82,1.93,-1.13,-11.64,-4.61,-0.9,-9.75,-0.71,-0.38,-8.33,-7.46,-1.6,-3.77,-6.17,-6.71,-4.83,4.97,-0.09,-7.42,-1.98,-4.64,-8.79,-2.88,-3.68,-6.15,-6.36,-5.87,-12.5,-6.14,-6.47
197303,-4.85,-3.99,1.71,-1.19,0.78,0.59,-4.29,-1.68,-1.38,-4.68,0.78,0.72,0.54,-1.32,3.68,-3.87,0.03,-2.27,-1.44,-1.39,0.66,3.17,-2.16,0.53,-3.08,-1.27,1.27,3.32,-6.07,-6.35,1.45,-0.42,-1.6
197304,-1.3,-2.81,2.73,-4.05,-5.09,-8.91,-8.71,-12.22,-5.46,-8.08,-5.48,-3.63,-6.86,-3.85,-1.17,-6.1,-10.15,-3.1,-7.34,-1.04,-9.55,-1,-0.58,0.86,-8.15,-6.66,-4.93,-8.56,-7.78,-7.94,-17.28,-8,-9.13
197305,-5.68,-3.96,5.62,-0.87,-0.53,-1.92,-6.12,-2.85,-0.42,-7.44,1.07,-1.11,-5.69,-4.1,-5.16,-2.96,1.83,-6.01,-4.51,-2.06,-2,-3.45,0.36,-0.84,-8.51,-2.41,1.93,-10.48,-7.33,-1.58,-5.68,-3.25,-7.82
197306,-2.94,-6.13,0.25,-3.35,-1.14,3.62,-10.03,-4.46,1.36,-12.77,0.02,-1.55,-5.34,-2.53,-2.68,-1.93,3.33,-3.01,-8.02,2.92,-10.09,1.69,-2.47,-0.32,-8.23,-0.03,-0.86,-5.38,-5.38,-5.47,-9.41,2.55,-2.51
197307,-1.56,-2.93,1.37,5.89,5.38,5.36,15.57,10.53,4.65,12.8,6.87,7.2,9.52,13.34,7.1,12.26,8.73,5.77,14.09,7.77,-3.86,0.38,-2.39,-0.31,17.9,4.59,5.35,8.02,16.19,9.89,17.35,9.08,7.71
197308,5.05,7.97,-5.32,-1.98,-1.61,-7.35,-1.91,-4,-4.48,-8,-6.91,-1.81,-4.74,-2.17,1.09,2.49,-5.27,-3.24,-4.04,0.41,-11,-3.68,-2.09,-3.93,-2.26,-3.72,4.14,-3.95,-1.74,-4.73,-1.97,-2.23,-2.83
197309,-3.82,-2.12,1.32,6.77,-0.77,1.4,4.69,8.21,-1.06,10.01,0.79,10.36,6.37,9.68,9.85,8.31,9.64,7.41,8.5,10.36,29.12,9.14,7.9,7.67,8.71,-3.24,5.79,12.18,9.83,6.77,10.97,7.35,5.28
197310,4.75,3.07,2.01,-2.44,1.6,-0.45,-7.22,-4.03,-0.89,-6.97,1.83,2.61,1.53,-0.17,7.4,2.41,-3.08,-7.17,-0.33,6.95,11.67,5.19,-3.38,-5.54,-4.4,4.13,-0.95,0.15,-0.15,-3.82,-6.73,-1.75,-0.95
197311,-0.83,-0.4,2.03,-12.28,-13.86,-7.94,-25.92,-16.71,-12.07,-25.11,-7.77,-17.92,-20.91,-16.7,-14.15,-12.94,-9.9,-21.17,-15.88,-4.79,-12.03,-6.14,-11.61,-1.94,-18.26,-11.29,-13.56,-14.65,-18.49,-17.3,-31.33,-12.29,-13.29
197312,-12.75,-7.65,3.91,-1.32,1.99,2.35,-3.53,-4.4,-3.02,-8.38,-4.48,5.74,-7.1,-0.22,10.51,3.29,-10.8,-3.57,0.31,8.31,10.34,8.6,3.41,4.54,0.08,-4.36,3.89,6.93,-2.96,-0.8,5.23,2.17,0.05
197401,0.61,-5.25,3.9,1.83,-0.83,3.01,8.83,-0.38,-2.6,9.65,-2.52,2.2,10.97,4.99,4.91,-3.16,-0.89,11.69,6.38,4.84,5.75,-7.65,4.55,2.01,0.98,1.11,0.16,0.51,5.52,7.76,1.44,0.32,1.42
197402,-0.17,9.66,5.99,0.36,-1.74,1.85,-1.7,-3.59,-3.42,2.3,-1.23,1.93,0.43,4.08,3.44,0.27,-1.8,-0.35,5.06,1.69,5.52,-1.56,0.27,4.76,-1.63,-0.49,0.59,7.86,2.39,1.37,-4.77,0.6,-0.94
197403,-0.47,-0.13,2.86,-2.39,-2.2,-6,4.55,4.1,-0.23,-1.58,1.21,1.47,2.86,-0.61,-2.66,-4.93,-2.21,0.15,-5.69,-6,4.64,-3.41,-3.63,-4.59,-1.57,-2.69,-0.28,-4.8,1.59,-4.52,3.73,-4.2,-2.98
197404,-2.81,2.59,-0.28,-3.29,-3.66,-2.77,-7.68,-5.78,-4.19,-4.77,-1.48,0.95,-0.5,-4.81,0.19,-4.65,-4.04,-2.1,-3.46,-7.86,2.51,-6.38,-12.19,-5.31,-10.43,-3.51,-3.48,-3.93,-1.94,-2.06,-2.96,-6.85,-5.27
197405,-5.29,-0.71,0.95,-3.71,-4.48,5.59,1.06,-1.82,1.02,-6.91,-0.12,-0.11,-6.91,-8.37,-8.88,-4.81,-6.04,2.42,-6.05,-7.94,-8.18,-7.44,-4.89,-1.52,-9.26,-4.14,-3.31,-4.71,-3.9,2.2,-3.05,-10.09,-6.52
197406,-4.68,-3.03,-2.08,0.04,-3.24,-0.5,-6.02,1.23,-0.52,-3.04,-1.62,0.42,-2.09,-4.34,2.99,-0.89,-7.98,-3.52,-0.41,2.27,-6.2,-0.15,-6.17,0.3,-4.56,-2.83,2.04,-1.39,-4.16,-2.07,-7.34,-6.78,-6.63
197407,-2.83,-0.16,0.78,-12.65,-11.31,-6.75,-12.93,-6.34,-13.47,-4.04,-14.06,-4.28,-2.61,-6.39,4,-7.09,-7.8,-10.74,-6.39,6.08,-8.97,-0.58,0.79,-7.63,-6.71,-8.8,-5.77,-6.97,-4.23,-13.56,-15.29,-7.18,-7.84
197408,-8.05,0.92,5.14,-11.32,-17.77,-2.89,-1.27,-11.67,-11.99,-5.02,-8.11,-10.88,-7.37,-10.12,-7.99,-9.83,-10.62,-4.75,-10.1,-10.4,-1.31,-8.59,-8.62,-0.04,-11.99,-4.81,-8.59,-9.62,-9.96,-14.04,-6.3,-11.78,-9.05
197409,-9.35,-0.68,2.5,-12.98,-16.73,-12.15,-20.33,-6.6,-17.36,-9.76,-15.55,-10.16,-9.65,-11.79,-8.14,-11.8,-13.44,-9.29,-7.99,-12.96,-6.17,-7.91,-1.34,-3.81,-7.97,-17.09,-13.86,-9.09,-10.62,-11.24,-20.48,-7.08,-11.49
197410,-11.77,0.27,5.49,20.4,9.69,22.54,9.31,2.14,16.65,3.92,29.52,17.91,5.58,14.87,9.77,22.64,17.76,-2.33,10.2,19.73,46.06,20.72,13,10.85,17.05,14.86,18.52,19.01,17.16,7.98,18.72,21.11,20.48
197411,16.1,-3.51,-9.99,-3.47,-4.04,0.87,-3.38,-2.57,-5.19,-11.67,-1.2,-9.97,-13.88,-4.56,-1.4,-3.01,-7.43,-6.07,-0.48,-2.78,3.87,-4.28,-0.15,-3.09,-6.28,-4.82,-9.03,-7.01,-4.66,-5.97,-6.26,-2.06,-1.29
197412,-4.51,-1.17,-0.16,0.67,-7.66,2.01,-10.22,-4.39,-5.34,-2.97,-3.37,-3.79,-2.35,-6.08,-3.85,-3.76,-4.73,-0.08,-6.15,-7.74,0.65,0.81,-0.83,1.57,-1.46,-5.37,-6.46,-5.73,-2.38,-2.76,-10.32,-2.73,-6.22
197501,-3.45,-4.84,0,19.58,26.09,5.21,30.87,23.23,17.35,32.37,-0.61,10.39,20.46,25.6,17.75,11.71,19.13,21.89,17.73,12.63,18.25,6.3,18.84,11.1,23.82,15.2,9.82,17.54,17.71,27.07,27.96,17.23,15.68
197502,13.66,11.01,8.44,4.68,10.93,-3.4,13.09,9.55,11.48,-0.03,16.04,8.9,3.48,3.99,1.64,7.94,12.28,0.29,7.68,6.59,-2.2,2.37,0.92,5.16,6.66,13.27,9.05,5.56,6.35,3.85,15.39,0.22,4.03
197503,5.56,0.16,-4.56,5.58,4.92,5.87,14.96,8.75,3.5,22.55,1.28,5.97,8.85,8.61,11.62,5.47,4.02,6.87,9.58,8.52,18.1,-2.52,-1.34,-0.85,4.61,0.88,0.83,4.08,7.69,10.93,12.89,2.48,2.77
197504,2.66,3.75,2.49,1.42,-3.6,5.13,8.37,7.36,6.7,5.58,0.72,16.07,9.15,4.32,9.51,5.82,8.72,3.16,9.99,8.57,22,7,-1.58,-0.95,2.26,5.55,11.2,4.42,4.71,0.94,14.72,1.39,4.68
197505,4.23,-0.54,-1.11,6.85,4.96,1.84,3.28,3.84,2.38,1.99,6.48,0.3,3.85,5.36,-5.08,4.93,12.61,3.85,10.73,6.58,23.22,12.14,8.45,3.52,7.48,5.85,4.02,-0.47,3.48,4.49,3.81,6.39,5.64
197506,5.19,3.83,-4.02,5.13,3.52,4.76,5.7,3.87,3.24,10.34,0.91,4.34,6.68,5.66,6.37,5.56,2.28,9.54,8.1,4.92,-3.11,6.45,10.77,4.07,7.4,2.15,2.93,3.99,6.43,7.69,6.61,6.32,5.79
197507,4.83,0.76,1.32,-5.56,-4.47,-6.65,-6.69,-5.8,-7.99,-3.62,-12.03,-4.43,-3.4,-5.41,-6.59,-4.49,-6.38,1.13,-6.4,-4.27,-3.12,-4.2,-4.78,-4.22,-6.46,-9.42,-6.09,-2.61,-1.31,-8.13,-8.95,-7.33,-4.73
197508,-6.59,2.69,1.7,-2.02,-4.63,-4.57,-2.33,-2.9,-4.46,-5.84,-3.34,1.82,-2.65,-1.42,3.74,-1.91,-5.55,-2.57,-1.38,-8.76,-3.8,-0.87,-1.3,-3.59,-5.4,-2.88,1.4,-3.21,-3.19,0.46,-3.06,-6.13,-4.59
197509,-2.85,-3.2,-0.95,-2.81,-5.7,1.5,-2.39,-5.81,-4.13,1.82,-6.54,-8.53,-0.43,-6.79,-5.25,-4.05,-7.45,-1.29,-4.26,-3.62,1.5,-1.2,-0.97,-1.25,-6.04,-0.68,-6.24,-3.75,-3.57,-3.58,-3.11,-7.5,-6.03
197510,-4.26,-0.12,0.34,13.48,0.85,6.25,0.63,7.19,9.45,12.7,10.68,6.6,8.49,4.71,-2.82,2.55,0.47,9.47,1.52,-2.83,-16.04,-1.1,6.51,6.82,3.78,8.39,9.63,4.79,3.09,10.55,11.57,5.01,4.13
197511,5.31,-4.04,0.34,3.37,2.57,5.9,3.56,3.46,3.83,8.46,5.12,2.1,4.24,3.5,1.62,0.58,6.51,4.27,0.01,-2.2,2.96,-1.76,3.12,4.26,3.22,5,5.31,4.78,1.42,4.39,9.53,4.86,2.77
197512,2.64,-1.19,1.96,-2.2,0.45,-0.32,-3.03,-0.47,-3.36,-0.98,-6.36,-0.04,-0.97,0.63,2.13,0.18,-5.16,1.15,-3.39,1.53,3.27,0,1.33,-0.1,-1.51,-1.2,-3.5,2.12,0.73,-3.73,-2.24,-0.43,-1.41
197601,-1.6,-0.75,1.74,7.87,15.93,7.5,20.55,15.94,12.38,22.59,7.78,20.01,20.51,18.22,21.23,19.08,17.48,13.88,17.75,13.07,21.73,8.09,8.37,9.5,14.47,18.33,17.04,14.09,16.25,7.9,12.69,12.21,11.55
197602,12.16,4.82,8.65,-3.86,1.66,-1.1,2.97,2.04,-2.11,4.98,-6.52,2.62,4.46,5.16,5.22,4.57,2.73,4.29,4.75,2.15,1.13,-3.29,-3.53,3.56,6.31,1.19,2.34,6.66,7.48,4.25,4.47,1.9,3.98
197603,0.32,7.03,5.85,0.78,0.32,0.75,-0.45,-1.74,3.09,5.15,6.52,-3.58,0.7,3.06,-0.04,0.39,-0.2,4.86,6.14,5.16,-4.17,7.53,1.42,0.59,-2.72,3.05,2.07,-2.27,0.55,4.29,-0.05,3.25,0.82
197604,2.32,-1.15,-0.08,-0.96,-4.26,-1.39,-1.7,-2.48,-4.35,-2.11,-4.31,0.01,-4.29,-0.15,1.36,-0.15,1.44,1.43,2.74,2.01,11.8,1.92,0.65,1.72,-3.04,-3.42,-1.46,0.5,-1.35,-5.15,-5.65,-2.6,0.06
197605,-1.49,-0.03,-0.14,-0.26,-5.41,-2.34,-1.45,-3.16,-2.91,-8.61,-2.81,-2.58,-5.25,-4.02,0.41,2.65,-1.26,-2.98,1.39,-0.14,10.13,5.43,-1.38,-2.95,-1.08,0.58,-2.37,1.67,1,-6.34,-6.93,-2.17,-1.18
197606,-1.34,-1.25,-1.3,5.51,5.75,-2.7,4.65,4.07,6.22,1.13,3.66,-0.28,0.69,3.42,4.72,6.81,5.8,3.26,11.36,5.35,5.19,5.07,4.27,3.58,7.77,8.25,1.6,4.99,1.95,0.82,5.21,6.47,3.33
197607,4.05,-1.35,0.65,2.08,-0.41,2.73,-3.92,1.69,-2.29,-1.65,-0.38,-2.25,-1.62,-2.33,-2.43,-2.12,-1.22,-0.39,-4.16,-3.68,-6.76,-0.5,2.82,1.24,-1.88,-2.27,-0.16,0.19,-2.32,-1.8,-4.79,1.18,1.21
197608,-1.07,0.29,1.69,-0.38,-0.96,3.86,-3.4,-0.83,-0.54,-3.21,2.17,-3.23,-2.45,-1.42,-3.6,-2.56,-1.65,-0.26,0.45,-2.71,-8.61,-0.69,2.93,4.73,-2.42,-0.73,0.15,-4,-2.65,4.74,-3.13,-0.14,-1.96
197609,-0.56,-2.02,0.81,0.37,-2.22,6.63,-0.22,4.99,-0.44,2.29,3.62,0.39,-0.68,3.24,1.67,0.09,4.42,5.87,3.95,1.35,7.38,5.95,4.1,1.61,3.26,2.85,2.67,-0.42,0.6,0.4,-0.95,0.54,1.35
197610,2.07,0,-0.24,-2.19,-2.79,0.16,-0.77,-0.43,-2.73,-1.05,-3.75,-2.5,-1.02,0.71,-5.96,-3.46,-5.08,-1.76,-6.2,-1.11,-4.35,-2.37,-0.84,1.27,-3.08,-4.51,-3.74,-3.84,-4.17,-0.26,-2.9,0.62,-1.99
197611,-2.42,0.25,-0.15,1.25,-8.23,2.42,-0.89,4.31,-1.2,8.15,-9.69,-5.01,5.27,3.69,-0.13,1.25,-0.36,0.51,3.45,0.79,0.52,0.87,3.16,3.15,2.19,1.59,-0.3,4.68,2.61,5.44,3.71,1.7,2.33
197612,0.36,2.32,1.51,3.97,9.3,3.97,12.4,8.71,3.78,6.99,6.26,10.14,5.56,7.77,7.6,6.26,3.16,10.01,6,5.78,6.51,6.27,6.53,3.46,10.48,3.69,5.15,4.9,7.24,1.64,3.78,8.91,7.92
197701,5.65,3,2.2,-4.34,-12.08,-4.91,-5.21,-1.95,-8.3,-0.52,-8.82,-5.6,-1.18,-5.19,-3.73,-4.39,-3.27,-3.04,-1.86,-2.64,-1.01,0.28,0.8,0.1,-1.21,-3.95,-8.34,-3.42,-0.82,-7.43,-10.46,-4.57,-2.55
197702,-4.05,4.77,4.25,-0.85,1.03,-0.37,-5.05,-2.29,-2.24,-4.55,-0.21,-0.72,-4.59,-0.94,-0.61,-0.77,-0.5,-3.14,-0.76,-1.17,3.14,-3.08,-3.4,0.97,-2.63,-0.59,1.34,-3.27,-2.62,-1.57,-2.41,-1.62,-1.64
197703,-1.94,1.08,0.52,-0.98,-3.36,-2.77,-0.34,-1.49,-3.24,-0.99,-1.79,-0.51,-1.02,0.86,0.63,3.73,3.99,-5.13,-0.09,2.02,1.32,-2.15,0.15,-1.03,0.76,-0.03,0.52,-0.08,1.52,-3.03,-5.4,-0.52,0.74
197704,-1.37,1,1.06,-0.05,-1.84,2.05,-1.88,1,-0.51,2.51,-5.2,-0.49,2.21,2.44,0.95,4.28,4.34,2.24,2.52,-0.21,-3.83,2.71,1.95,0.67,0.64,-3.63,0.11,5.18,-2.48,-3.99,0.92,2.33,1.65
197705,0.15,-0.11,3.44,-0.68,-2.42,1.31,-2.1,0.61,-3.04,-4.86,-1.88,-3.65,-4.41,-2.86,-5.77,0.12,-1.94,-0.43,1.38,-7.12,-10.66,-0.18,1.67,1.43,-0.03,-1.44,-2.77,1.28,0.37,-3.73,2.14,-0.6,0.06
197706,-1.45,1.17,0.84,4.3,1.55,2.42,7.88,8.23,5.94,6.44,9.04,0.22,5.45,4.1,0.02,3.11,5.96,4.63,9.29,-1.25,10.24,5.98,5.72,1.96,11.78,7.82,2.22,2.55,2.76,5.88,11.03,5.99,4.95
197707,4.71,2.14,-0.68,2.48,-3.85,1.88,-0.32,-0.17,-1.69,-1.17,-2.24,-3.38,-0.84,-3.25,-7.41,-6.45,-0.48,-2.59,-1.97,-4.58,-8.99,-1.7,0.87,-0.86,-0.24,-0.12,-2.83,-2.23,-2.54,0.09,0.7,0.44,0.6
197708,-1.69,2.11,-0.6,-0.18,1.74,2.35,0.02,-1.07,2.52,0.34,3.79,-2.97,-1.27,-1.82,-5.22,-1.7,-0.66,-1.16,-3,-1.25,-5.02,-5.73,-3.25,-2.26,-0.51,0.46,-0.32,-3.73,0.66,4.95,5.41,-1.18,-0.84
197709,-1.75,1.52,-2.76,0.49,1.36,-1.02,-1.95,-1.13,-0.83,2.66,-0.84,-0.42,-0.24,-1.22,-5.74,1.71,-2.42,2.99,-3.28,-1.4,-0.02,0.79,2.01,3.47,0.71,-1.84,-1.08,-1.7,-0.58,-1.2,2.84,-0.03,1.25
197710,-0.27,1.45,-0.51,-4.53,-4.28,-2.3,-6.15,1.23,-6.57,-1.82,-1.68,-3.16,-3.73,-1.66,-0.04,-5.29,-1.69,-4.6,-3.12,-7.11,-2.31,-3.61,-3.14,-5.06,-2.95,-3.24,-4.75,-3.9,-3.78,-2.91,-3.89,-4.85,-4.06
197711,-4.38,1.26,1.73,3.3,5.42,2.68,9.49,7.05,2.45,8.88,6.02,2.98,6.98,7.03,1.51,6.9,4.92,1.99,7.51,4.42,4.39,3.43,4.3,2.21,8.09,5.16,3.72,7.2,6.32,5.18,9.28,5.86,6.25
197712,4,3.72,0.29,-0.07,-2.52,-1.82,1.41,3.97,-0.54,0.62,0.59,1.32,-1.11,-0.13,4.4,1.18,-1.6,-0.97,1.11,1.33,-2.66,1.93,-0.32,2.16,2,2.47,0.86,1.3,3.27,-2.34,1.63,-0.09,1.74
197801,0.27,1.35,-0.38,-5.17,-0.37,-6.21,-7.16,-8.16,-7.37,-5.79,-1.86,-6.39,-1.17,-6.33,-4.57,-6.64,-2.86,-6.32,-6.66,-4.55,-5.18,-6.93,-4.57,-4.16,-5.47,-4.7,-5.28,-1.41,-5.19,-6.88,-7.85,-6.04,-3.77
197802,-6.01,2.21,3.31,-0.01,0.08,0.67,-0.58,-0.37,-3.09,2.04,-3,-4.84,-0.06,-0.15,-3.78,-0.65,-2.43,1.19,3.36,-2.36,2.27,-1.16,-0.4,4.12,1.24,-3.52,-2.65,-1.47,1.59,-1.31,4.19,0.06,-0.18
197803,-1.38,3.59,0.71,2.61,3.14,3.98,9.15,9.84,2.39,7.4,4.16,4.04,3.25,5.7,6.2,3.41,3.1,6.02,9.53,4.9,-6.07,2.19,2.48,2.63,7.63,-0.9,2.29,4.77,6.51,1.72,6.63,5.13,5.91
197804,2.85,3.48,1.23,6.35,4.31,8.57,12,9.74,13.67,6.86,9.2,10.88,5.4,10.06,8.87,11.56,12.36,8.2,13.23,2.53,13.21,6.64,0.23,2.96,6.94,13.4,11.07,9.43,7.68,11.51,11.22,9.99,8.25
197805,7.88,0.41,-3.56,4.29,5,2.59,7.16,4.91,4.39,3.39,5.25,0.32,3.62,2.79,3.39,5.23,8.84,-1.21,11.23,5.36,-3.43,0.89,0.71,-0.39,5.74,1.44,4.37,2.54,4.2,-0.33,8.37,1.33,4.2
197806,1.76,4.56,-0.59,0.67,-1.62,0.04,-0.87,-0.38,-1.95,-3.25,1.1,-2.45,-1.16,-1.42,-6.17,-1,-2.48,-2.97,3.61,-4.34,-1.08,-3.78,0.82,-1.53,0.21,-0.36,-0.79,-0.51,-1.07,-2.24,3.17,-0.49,0.98
197807,-1.69,1.69,0.55,2.35,6.02,4.51,7.3,7.05,7.39,1.71,8.87,5.44,3.66,7.91,8.15,5.87,8.84,3.78,15.26,8.62,2.84,3.45,2.82,1.43,7.68,8.65,8.74,11.58,5.53,5.26,5.35,5.16,6.33
197808,5.11,0.26,-1.08,3.61,-0.32,1.34,6.53,7.21,2.75,5.95,1,4.86,10.46,8.39,0.54,4.23,1.43,2.33,4.45,4.97,-0.83,5.24,0.47,3.57,6.2,5.91,5.42,4.37,7.69,5.39,10.9,5.62,6.56
197809,3.75,5.06,-0.57,-0.7,1.43,2.07,-4.12,-3,-3.13,-1.48,-2.75,-0.37,2.97,-2.11,1.24,-0.69,-4.48,0.88,-6.96,2.99,0.57,4.83,-0.26,1.21,-3.7,-4.15,-3.19,-3.82,-2.03,-2.27,-0.11,-0.87,-1.74
